0	-0.361209
0.001	-0.710822
0.002	-1.03032
0.003	-1.30785
0.004	-1.53469
0.005	-1.70588
0.006	-1.82038
0.007	-1.88102
0.008	-1.89402
0.009	-1.86828
0.01	-1.81448
0.011	-1.74405
0.012	-1.66814
0.013	-1.59671
0.014	-1.53771
0.015	-1.49665
0.016	-1.47625
0.017	-1.47658
0.018	-1.49528
0.019	-1.52813
0.02	-1.56966
0.021	-1.61395
0.022	-1.65529
0.023	-1.68883
0.024	-1.71111
0.025	-1.72027
0.026	-1.71621
0.027	-1.70043
0.028	-1.67575
0.029	-1.64586
0.03	-1.61483
0.031	-1.58661
0.032	-1.56454
0.033	-1.55097
0.034	-1.5471
0.035	-1.55283
0.036	-1.56689
0.037	-1.58706
0.038	-1.61049
0.039	-1.63405
0.04	-1.65479
0.041	-1.67025
0.042	-1.67875
0.043	-1.67957
0.044	-1.67296
0.045	-1.6601
0.046	-1.64289
0.047	-1.6237
0.048	-1.60503
0.049	-1.5892
0.05	-1.57809
0.051	-1.57291
0.052	-1.57406
0.053	-1.58116
0.054	-1.59306
0.055	-1.60809
0.056	-1.62423
0.057	-1.63939
0.058	-1.6517
0.059	-1.6597
0.06	-1.66254
0.061	-1.66003
0.062	-1.65268
0.063	-1.64159
0.064	-1.62828
0.065	-1.61451
0.066	-1.60204
0.067	-1.59241
0.068	-1.58675
0.069	-1.58565
0.07	-1.58911
0.071	-1.59655
0.072	-1.60691
0.073	-1.6188
0.074	-1.63065
0.075	-1.64096
0.076	-1.64847
0.077	-1.6523
0.078	-1.65208
0.079	-1.64793
0.08	-1.6405
0.081	-1.63082
0.082	-1.62017
0.083	-1.60993
0.084	-1.60141
0.085	-1.59563
0.086	-1.59326
0.087	-1.59452
0.088	-1.59915
0.089	-1.60649
0.09	-1.61553
0.091	-1.62508
0.092	-1.63392
0.093	-1.64093
0.094	-1.64526
0.095	-1.64643
0.096	-1.64436
0.097	-1.63939
0.098	-1.63221
0.099	-1.6238
0.1	-1.61524
0.101	-1.60764
0.102	-1.60193
0.103	-1.59882
0.104	-1.59864
0.105	-1.60135
0.106	-1.60655
0.107	-1.61351
0.108	-1.62132
0.109	-1.62896
0.11	-1.63546
0.111	-1.64002
0.112	-1.64208
0.113	-1.64144
0.114	-1.63823
0.115	-1.63291
0.116	-1.6262
0.117	-1.61899
0.118	-1.6122
0.119	-1.6067
0.12	-1.60316
0.121	-1.602
0.122	-1.60332
0.123	-1.60692
0.124	-1.61228
0.125	-1.6187
0.126	-1.62532
0.127	-1.63131
0.128	-1.63591
0.129	-1.63854
0.13	-1.63892
0.131	-1.63702
0.132	-1.63314
0.133	-1.6278
0.134	-1.62171
0.135	-1.61566
0.136	-1.61043
0.137	-1.60667
0.138	-1.60484
0.139	-1.60514
0.14	-1.60751
0.141	-1.61159
0.142	-1.61685
