Record Length,2.500000e+03,,  -0.035600000000,  -0.05400,;;;;
Sample Interval,4.000000e-05,,  -0.035560000000,  -0.05200,;;;;
Trigger Point,8.900000000000e+02,,  -0.035520000000,  -0.05000,;;;;
,,,  -0.035480000000,  -0.05000,;;;;
,,,  -0.035440000000,  -0.04800,;;;;
,,,  -0.035400000000,  -0.05000,;;;;
Source,CH1,,  -0.035360000000,  -0.04800,;;;;
Vertical Units,V,,  -0.035320000000,  -0.04400,;;;;
Vertical Scale,5.000000e-02,,  -0.035280000000,  -0.04600,;;;;
Vertical Offset,8.000000e-03,,  -0.035240000000,  -0.04400,;;;;
Horizontal Units,s,,  -0.035200000000,  -0.04400,;;;;
Horizontal Scale,1.000000e-02,,  -0.035160000000,  -0.04400,;;;;
Pt Fmt,Y,,  -0.035120000000,  -0.04200,;;;;
Yzero,0.000000e+00,,  -0.035080000000,  -0.04000,;;;;
Probe Atten,1.000000e+00,,  -0.035040000000,  -0.04200,;;;;
Model Number,TDS2024C,,  -0.035000000000,  -0.04000,;;;;
Serial Number,C013728,,  -0.034960000000,  -0.03600,;;;;
Firmware Version,FV:v24.15,,  -0.034920000000,  -0.03800,;;;;
;;;-0.03488;-0.034
;;;-0.03484;-0.036
;;;-0.0348;-0.034
;;;-0.03476;-0.03
;;;-0.03472;-0.03
;;;-0.03468;-0.03
;;;-0.03464;-0.03
;;;-0.0346;-0.028
;;;-0.03456;-0.028
;;;-0.03452;-0.024
;;;-0.03448;-0.022
;;;-0.03444;-0.022
;;;-0.0344;-0.02
;;;-0.03436;-0.02
;;;-0.03432;-0.018
;;;-0.03428;-0.018
;;;-0.03424;-0.02
;;;-0.0342;-0.016
;;;-0.03416;-0.014
;;;-0.03412;-0.012
;;;-0.03408;-0.014
;;;-0.03404;-0.01
;;;-0.034;-0.008
;;;-0.03396;-0.008
;;;-0.03392;-0.004
;;;-0.03388;-0.006
;;;-0.03384;-0.004
;;;-0.0338;-0.004
;;;-0.03376;-0.002
;;;-0.03372;0.004
;;;-0.03368;0.002
;;;-0.03364;0.006
;;;-0.0336;0.004
;;;-0.03356;0.006
;;;-0.03352;0.006
;;;-0.03348;0.008
;;;-0.03344;0.01
;;;-0.0334;0.008
;;;-0.03336;0.012
;;;-0.03332;0.014
;;;-0.03328;0.014
;;;-0.03324;0.016
;;;-0.0332;0.018
;;;-0.03316;0.016
;;;-0.03312;0.018
;;;-0.03308;0.02
;;;-0.03304;0.022
;;;-0.033;0.024
;;;-0.03296;0.024
;;;-0.03292;0.026
;;;-0.03288;0.026
;;;-0.03284;0.028
;;;-0.0328;0.03
;;;-0.03276;0.032
;;;-0.03272;0.032
;;;-0.03268;0.034
;;;-0.03264;0.032
;;;-0.0326;0.036
;;;-0.03256;0.036
;;;-0.03252;0.036
;;;-0.03248;0.038
;;;-0.03244;0.038
;;;-0.0324;0.038
;;;-0.03236;0.042
;;;-0.03232;0.04
;;;-0.03228;0.044
;;;-0.03224;0.044
;;;-0.0322;0.046
;;;-0.03216;0.044
;;;-0.03212;0.046
;;;-0.03208;0.046
;;;-0.03204;0.048
;;;-0.032;0.048
;;;-0.03196;0.048
;;;-0.03192;0.05
;;;-0.03188;0.05
;;;-0.03184;0.05
;;;-0.0318;0.052
;;;-0.03176;0.052
;;;-0.03172;0.052
;;;-0.03168;0.054
;;;-0.03164;0.054
;;;-0.0316;0.054
;;;-0.03156;0.056
;;;-0.03152;0.054
;;;-0.03148;0.056
;;;-0.03144;0.056
;;;-0.0314;0.058
;;;-0.03136;0.058
;;;-0.03132;0.054
;;;-0.03128;0.058
;;;-0.03124;0.058
;;;-0.0312;0.058
;;;-0.03116;0.058
;;;-0.03112;0.06
;;;-0.03108;0.056
;;;-0.03104;0.058
;;;-0.031;0.056
;;;-0.03096;0.058
;;;-0.03092;0.058
;;;-0.03088;0.058
;;;-0.03084;0.058
;;;-0.0308;0.058
;;;-0.03076;0.058
;;;-0.03072;0.058
;;;-0.03068;0.056
;;;-0.03064;0.056
;;;-0.0306;0.058
;;;-0.03056;0.054
;;;-0.03052;0.056
;;;-0.03048;0.056
;;;-0.03044;0.054
;;;-0.0304;0.056
;;;-0.03036;0.054
;;;-0.03032;0.054
;;;-0.03028;0.054
;;;-0.03024;0.052
;;;-0.0302;0.054
;;;-0.03016;0.052
;;;-0.03012;0.05
;;;-0.03008;0.05
;;;-0.03004;0.05
;;;-0.03;0.048
;;;-0.02996;0.048
;;;-0.02992;0.048
;;;-0.02988;0.048
;;;-0.02984;0.046
;;;-0.0298;0.046
;;;-0.02976;0.044
;;;-0.02972;0.044
;;;-0.02968;0.042
;;;-0.02964;0.042
;;;-0.0296;0.04
;;;-0.02956;0.04
;;;-0.02952;0.04
;;;-0.02948;0.036
;;;-0.02944;0.038
;;;-0.0294;0.036
;;;-0.02936;0.034
;;;-0.02932;0.034
;;;-0.02928;0.034
;;;-0.02924;0.032
;;;-0.0292;0.032
;;;-0.02916;0.03
;;;-0.02912;0.028
;;;-0.02908;0.028
;;;-0.02904;0.026
;;;-0.029;0.026
;;;-0.02896;0.024
;;;-0.02892;0.022
;;;-0.02888;0.02
;;;-0.02884;0.02
;;;-0.0288;0.02
;;;-0.02876;0.018
;;;-0.02872;0.016
;;;-0.02868;0.016
;;;-0.02864;0.014
;;;-0.0286;0.014
;;;-0.02856;0.012
;;;-0.02852;0.008
;;;-0.02848;0.006
;;;-0.02844;0.006
;;;-0.0284;0.006
;;;-0.02836;0.006
;;;-0.02832;0.002
;;;-0.02828;0.002
;;;-0.02824;0
;;;-0.0282;0
;;;-0.02816;-0.004
;;;-0.02812;-0.006
;;;-0.02808;-0.006
;;;-0.02804;-0.006
;;;-0.028;-0.006
;;;-0.02796;-0.008
;;;-0.02792;-0.01
;;;-0.02788;-0.01
;;;-0.02784;-0.012
;;;-0.0278;-0.014
;;;-0.02776;-0.016
;;;-0.02772;-0.014
;;;-0.02768;-0.016
;;;-0.02764;-0.018
;;;-0.0276;-0.02
;;;-0.02756;-0.02
;;;-0.02752;-0.024
;;;-0.02748;-0.024
;;;-0.02744;-0.026
;;;-0.0274;-0.026
;;;-0.02736;-0.026
;;;-0.02732;-0.03
;;;-0.02728;-0.03
;;;-0.02724;-0.03
;;;-0.0272;-0.032
