Record Length,2.500000e+03,,   0.012400000000,  -0.10000,;;;;
Sample Interval,4.000000e-06,,   0.012404000000,  -0.10000,;;;;
Trigger Point,-3.100000000000e+03,,   0.012408000000,  -0.10000,;;;;
,,,   0.012412000000,  -0.10000,;;;;
,,,   0.012416000000,  -0.10000,;;;;
,,,   0.012420000000,  -0.10000,;;;;
Source,CH2,,   0.012424000000,  -0.10000,;;;;
Vertical Units,V,,   0.012428000000,  -0.09800,;;;;
Vertical Scale,5.000000e-02,,   0.012432000000,  -0.10000,;;;;
Vertical Offset,0.000000e+00,,   0.012436000000,  -0.10000,;;;;
Horizontal Units,s,,   0.012440000000,  -0.10000,;;;;
Horizontal Scale,1.000000e-03,,   0.012444000000,  -0.10000,;;;;
Pt Fmt,Y,,   0.012448000000,  -0.09800,;;;;
Yzero,0.000000e+00,,   0.012452000000,  -0.09800,;;;;
Probe Atten,1.000000e+00,,   0.012456000000,  -0.10000,;;;;
Model Number,TDS2024C,,   0.012460000000,  -0.10000,;;;;
Serial Number,C013728,,   0.012464000000,  -0.10000,;;;;
Firmware Version,FV:v24.15,,   0.012468000000,  -0.09800,;;;;
;;;0.012472;-0.1
;;;0.012476;-0.1
;;;0.01248;-0.102
;;;0.012484;-0.1
;;;0.012488;-0.1
;;;0.012492;-0.1
;;;0.012496;-0.1
;;;0.0125;-0.098
;;;0.012504;-0.1
;;;0.012508;-0.1
;;;0.012512;-0.1
;;;0.012516;-0.1
;;;0.01252;-0.1
;;;0.012524;-0.1
;;;0.012528;-0.1
;;;0.012532;-0.098
;;;0.012536;-0.098
;;;0.01254;-0.1
;;;0.012544;-0.1
;;;0.012548;-0.098
;;;0.012552;-0.1
;;;0.012556;-0.1
;;;0.01256;-0.1
;;;0.012564;-0.1
;;;0.012568;-0.1
;;;0.012572;-0.1
;;;0.012576;-0.1
;;;0.01258;-0.098
;;;0.012584;-0.1
;;;0.012588;-0.1
;;;0.012592;-0.098
;;;0.012596;-0.1
;;;0.0126;-0.098
;;;0.012604;-0.098
;;;0.012608;-0.098
;;;0.012612;-0.098
;;;0.012616;-0.1
;;;0.01262;-0.098
;;;0.012624;-0.098
;;;0.012628;-0.1
;;;0.012632;-0.098
;;;0.012636;-0.1
;;;0.01264;-0.098
;;;0.012644;-0.102
;;;0.012648;-0.1
;;;0.012652;-0.1
;;;0.012656;-0.098
;;;0.01266;-0.098
;;;0.012664;-0.1
;;;0.012668;-0.098
;;;0.012672;-0.098
;;;0.012676;-0.1
;;;0.01268;-0.1
;;;0.012684;-0.1
;;;0.012688;-0.1
;;;0.012692;-0.098
;;;0.012696;-0.102
;;;0.0127;-0.1
;;;0.012704;-0.1
;;;0.012708;-0.1
;;;0.012712;-0.1
;;;0.012716;-0.102
;;;0.01272;-0.1
;;;0.012724;-0.1
;;;0.012728;-0.1
;;;0.012732;-0.1
;;;0.012736;-0.1
;;;0.01274;-0.1
;;;0.012744;-0.102
;;;0.012748;-0.1
;;;0.012752;-0.1
;;;0.012756;-0.098
;;;0.01276;-0.1
;;;0.012764;-0.1
;;;0.012768;-0.1
;;;0.012772;-0.1
;;;0.012776;-0.102
;;;0.01278;-0.1
;;;0.012784;-0.1
;;;0.012788;-0.1
;;;0.012792;-0.1
;;;0.012796;-0.1
;;;0.0128;-0.1
;;;0.012804;-0.098
;;;0.012808;-0.1
;;;0.012812;-0.1
;;;0.012816;-0.1
;;;0.01282;-0.1
;;;0.012824;-0.1
;;;0.012828;-0.1
;;;0.012832;-0.1
;;;0.012836;-0.098
;;;0.01284;-0.1
;;;0.012844;-0.1
;;;0.012848;-0.1
;;;0.012852;-0.1
;;;0.012856;-0.098
;;;0.01286;-0.102
;;;0.012864;-0.1
;;;0.012868;-0.1
;;;0.012872;-0.098
;;;0.012876;-0.1
;;;0.01288;-0.1
;;;0.012884;-0.1
;;;0.012888;-0.102
;;;0.012892;-0.098
;;;0.012896;-0.1
;;;0.0129;-0.1
;;;0.012904;-0.1
;;;0.012908;-0.098
;;;0.012912;-0.098
;;;0.012916;-0.1
;;;0.01292;-0.1
;;;0.012924;-0.1
;;;0.012928;-0.1
;;;0.012932;-0.102
;;;0.012936;-0.1
;;;0.01294;-0.1
;;;0.012944;-0.1
;;;0.012948;-0.1
;;;0.012952;-0.098
;;;0.012956;-0.1
;;;0.01296;-0.098
;;;0.012964;-0.1
;;;0.012968;-0.1
;;;0.012972;-0.1
;;;0.012976;-0.1
;;;0.01298;-0.1
;;;0.012984;-0.1
;;;0.012988;-0.1
;;;0.012992;-0.098
;;;0.012996;-0.1
;;;0.013;-0.1
;;;0.013004;-0.1
;;;0.013008;-0.102
;;;0.013012;-0.1
;;;0.013016;-0.102
;;;0.01302;-0.1
;;;0.013024;-0.1
;;;0.013028;-0.1
;;;0.013032;-0.1
;;;0.013036;-0.102
;;;0.01304;-0.1
;;;0.013044;-0.098
;;;0.013048;-0.1
;;;0.013052;-0.1
;;;0.013056;-0.1
;;;0.01306;-0.1
;;;0.013064;-0.098
;;;0.013068;-0.1
;;;0.013072;-0.098
;;;0.013076;-0.1
;;;0.01308;-0.098
;;;0.013084;-0.1
;;;0.013088;-0.1
;;;0.013092;-0.1
;;;0.013096;-0.098
;;;0.0131;-0.1
;;;0.013104;-0.098
;;;0.013108;-0.1
;;;0.013112;-0.1
;;;0.013116;-0.1
;;;0.01312;-0.1
;;;0.013124;-0.1
;;;0.013128;-0.1
;;;0.013132;-0.1
;;;0.013136;-0.098
;;;0.01314;-0.1
;;;0.013144;-0.1
;;;0.013148;-0.098
;;;0.013152;-0.1
