Record Length,1.024000e+03,,          0.00000,  -9.78970,
Sample Interval,1.233033e+01,,         12.33033,  -7.38970,
Trigger Point,0.000000000000e+00,,         24.66067, -13.78970,
,,,         36.99100, -46.98970,
,,,         49.32134, -46.98970,
,,,         61.65167, -46.98970,
Source,MATH,,         73.98201, -46.98970,
Vertical Units,dB,,         86.31234, -46.98970,
Vertical Scale,1.000000e+01,,         98.64268, -46.98970,
Vertical Offset,0.000000e+00,,        110.97301, -46.98970,
Horizontal Units,Hz,,        123.30335, -46.98970,
Horizontal Scale,1.262626e+03,,        135.63368, -46.98970,
Pt Fmt,Y,,        147.96402, -46.98970,
Yzero,-6.989700e+00,,        160.29435, -46.98970,
Probe Atten,1.000000e+00,,        172.62468, -44.58970,
Model Number,TDS1002B,,        184.95502, -46.98970,
Serial Number,C050789,,        197.28535, -44.58970,
Firmware Version,FV:v22.01,,        209.61569, -46.98970,
,,,221.94602, -46.98970,
,,,234.27635, -46.98970,
,,,246.60668, -46.98970,
,,,258.93701, -46.98970,
,,,271.26734, -44.58970,
,,,283.59767, -40.58970,
,,,295.92800, -38.58970,
,,,308.25833, -38.58970,
,,,320.58866, -44.58970,
,,,332.91899, -44.58970,
,,,345.24932, -46.98970,
,,,357.57965, -46.98970,
,,,369.90998, -46.98970,
,,,382.24031, -41.38970,
,,,394.57064, -46.98970,
,,,406.90097, -41.38970,
,,,419.23130, -40.58970,
,,,431.56163, -46.98970,
,,,443.89196, -46.98970,
,,,456.22229, -46.98970,
,,,468.55262, -46.98970,
,,,480.88295, -46.98970,
,,,493.21328, -40.58970,
,,,505.54361, -46.98970,
,,,517.87394, -46.98970,
,,,530.20427, -44.58970,
,,,542.53460, -44.58970,
,,,554.86493, -46.98970,
,,,567.19526, -44.58970,
,,,579.52559, -46.98970,
,,,591.85592, -38.58970,
,,,604.18625, -32.58970,
,,,616.51658, -30.58970,
,,,628.84691, -32.58970,
,,,641.17724, -36.18970,
,,,653.50757, -46.98970,
,,,665.83790, -44.58970,
,,,678.16823, -44.58970,
,,,690.49856, -44.58970,
,,,702.82889, -46.98970,
,,,715.15922, -46.98970,
,,,727.48955, -46.98970,
,,,739.81988, -46.98970,
,,,752.15021, -44.58970,
,,,764.48054, -44.58970,
,,,776.81087, -41.38970,
,,,789.14120, -40.58970,
,,,801.47153, -44.58970,
,,,813.80186, -46.98970,
,,,826.13219, -46.98970,
,,,838.46252, -46.98970,
,,,850.79285, -46.98970,
,,,863.12318, -46.98970,
,,,875.45351, -44.58970,
,,,887.78384, -46.98970,
,,,900.11417, -44.58970,
,,,912.44450, -44.58970,
,,,924.77483, -44.58970,
,,,937.10516, -46.98970,
,,,949.43549, -46.98970,
,,,961.76582, -44.58970,
,,,974.09615, -46.98970,
,,,986.42648, -46.98970,
,,,998.75681, -44.58970,
,,,1011.08714, -44.58970,
,,,1023.41747, -46.98970,
,,,1035.74780, -44.58970,
,,,1048.07813, -46.98970,
,,,1060.40846, -41.38970,
,,,1072.73879, -46.98970,
,,,1085.06912, -46.98970,
,,,1097.39945, -40.58970,
,,,1109.72978, -44.58970,
,,,1122.06011, -46.98970,
,,,1134.39044, -46.98970,
,,,1146.72077, -46.98970,
,,,1159.05110, -46.98970,
,,,1171.38143, -46.98970,
,,,1183.71176, -44.58970,
,,,1196.04209, -41.38970,
,,,1208.37242, -37.78970,
,,,1220.70275, -40.58970,
,,,1233.03308, -37.78970,
,,,1245.36341, -40.58970,
,,,1257.69374, -44.58970,
,,,1270.02407, -46.98970,
,,,1282.35440, -46.98970,
,,,1294.68473, -46.98970,
,,,1307.01506, -44.58970,
,,,1319.34539, -41.38970,
,,,1331.67572, -46.98970,
,,,1344.00605, -44.58970,
,,,1356.33638, -46.98970,
,,,1368.66671, -46.98970,
,,,1380.99704, -46.98970,
,,,1393.32737, -44.58970,
,,,1405.65770, -46.98970,
,,,1417.98803, -44.58970,
,,,1430.31836, -44.58970,
,,,1442.64869, -40.58970,
,,,1454.97902, -44.58970,
,,,1467.30935, -46.98970,
,,,1479.63968, -44.58970,
,,,1491.97001, -44.58970,
,,,1504.30034, -46.98970,
,,,1516.63067, -41.38970,
,,,1528.96100, -46.98970,
,,,1541.29133, -41.38970,
,,,1553.62166, -44.58970,
,,,1565.95199, -44.58970,
,,,1578.28232, -44.58970,
,,,1590.61265, -44.58970,
,,,1602.94298, -44.58970,
,,,1615.27331, -46.98970,
,,,1627.60364, -46.98970,
,,,1639.93397, -46.98970,
,,,1652.26430, -46.98970,
,,,1664.59463, -46.98970,
,,,1676.92496, -46.98970,
,,,1689.25529, -40.58970,
,,,1701.58562, -41.38970,
,,,1713.91595, -46.98970,
,,,1726.24628, -46.98970,
,,,1738.57661, -46.98970,
,,,1750.90694, -46.98970,
,,,1763.23727, -41.38970,
,,,1775.56760, -40.58970,
,,,1787.89793, -44.58970,
,,,1800.22826, -46.98970,
,,,1812.55859, -44.58970,
,,,1824.88892, -46.98970,
,,,1837.21925, -46.98970,
,,,1849.54958, -46.98970,
,,,1861.87991, -46.98970,
,,,1874.21024, -46.98970,
,,,1886.54057, -44.58970,
,,,1898.87090, -46.98970,
,,,1911.20123, -44.58970,
,,,1923.53156, -44.58970,
,,,1935.86189, -44.58970,
,,,1948.19222, -46.98970,
,,,1960.52255, -44.58970,
,,,1972.85288, -46.98970,
,,,1985.18321, -46.98970,
,,,1997.51354, -46.98970,
,,,2009.84387, -46.98970,
,,,2022.17420, -46.98970,
,,,2034.50453, -46.98970,
,,,2046.83486, -46.98970,
,,,2059.16519, -46.98970,
,,,2071.49552, -44.58970,
,,,2083.82585, -46.98970,
,,,2096.15618, -46.98970,
,,,2108.48651, -44.58970,
,,,2120.81684, -41.38970,
,,,2133.14717, -46.98970,
,,,2145.47750, -46.98970,
,,,2157.80783, -44.58970,
,,,2170.13816, -46.98970,
,,,2182.46849, -44.58970,
,,,2194.79882, -46.98970,
,,,2207.12915, -44.58970,
,,,2219.45948, -46.98970,
,,,2231.78981, -40.58970,
,,,2244.12014, -44.58970,
,,,2256.45047, -46.98970,
,,,2268.78080, -44.58970,
,,,2281.11113, -44.58970,
,,,2293.44146, -46.98970,
,,,2305.77179, -46.98970,
,,,2318.10212, -44.58970,
,,,2330.43245, -41.38970,
,,,2342.76278, -41.38970,
,,,2355.09311, -44.58970,
,,,2367.42344, -46.98970,
,,,2379.75377, -46.98970,
,,,2392.08410, -46.98970,
,,,2404.41443, -46.98970,
,,,2416.74476, -46.98970,
,,,2429.07509, -46.98970,
,,,2441.40542, -46.98970,
,,,2453.73575, -46.98970,
,,,2466.06608, -46.98970,
,,,2478.39641, -44.58970,
,,,2490.72674, -44.58970,
,,,2503.05707, -46.98970,
,,,2515.38740, -46.98970,
,,,2527.71773, -46.98970,
,,,2540.04806, -46.98970,
,,,2552.37839, -46.98970,
,,,2564.70872, -44.58970,
,,,2577.03905, -44.58970,
,,,2589.36938, -41.38970,
,,,2601.69971, -44.58970,
,,,2614.03004, -36.18970,
,,,2626.36037, -44.58970,
,,,2638.69070, -46.98970,
,,,2651.02103, -46.98970,
,,,2663.35136, -44.58970,
,,,2675.68169, -44.58970,
,,,2688.01202, -41.38970,
,,,2700.34235, -46.98970,
,,,2712.67268, -46.98970,
,,,2725.00301, -46.98970,
,,,2737.33334, -44.58970,
,,,2749.66367, -40.58970,
,,,2761.99400, -40.58970,
,,,2774.32433, -46.98970,
,,,2786.65466, -46.98970,
,,,2798.98499, -44.58970,
,,,2811.31532, -44.58970,
,,,2823.64565, -46.98970,
,,,2835.97598, -46.98970,
,,,2848.30631, -46.98970,
,,,2860.63664, -46.98970,
,,,2872.96697, -46.98970,
,,,2885.29730, -46.98970,
,,,2897.62763, -46.98970,
,,,2909.95796, -46.98970,
,,,2922.28829, -46.98970,
,,,2934.61862, -44.58970,
,,,2946.94895, -46.98970,
,,,2959.27928, -44.58970,
,,,2971.60961, -40.58970,
,,,2983.93994, -44.58970,
,,,2996.27027, -44.58970,
,,,3008.60060, -46.98970,
,,,3020.93093, -41.38970,
,,,3033.26126, -46.98970,
,,,3045.59159, -46.98970,
,,,3057.92192, -46.98970,
,,,3070.25225, -46.98970,
,,,3082.58258, -46.98970,
