  -00.000202400000,       0.00000,
  -00.000202200000,       0.00000,
  -00.000202000000,       0.20000,
  -00.000201800000,       0.20000,
  -00.000201600000,       0.20000,
  -00.000201400000,       0.40000,
  -00.000201200000,       0.60000,
  -00.000201000000,       0.60000,
  -00.000200800000,       0.60000,
  -00.000200600000,       0.60000,
  -00.000200400000,       0.80000,
  -00.000200200000,       1.00000,
  -00.000200000000,       0.80000,
  -00.000199800000,       0.80000,
  -00.000199600000,       1.20000,
  -00.000199400000,       1.20000,
  -00.000199200000,       1.00000,
  -00.000199000000,       1.00000,
  -00.000198800000,       1.40000,
  -00.000198600000,       1.40000,
  -00.000198400000,       1.20000,
  -00.000198200000,       1.40000,
  -00.000198000000,       1.40000,
  -00.000197800000,       1.40000,
  -00.000197600000,       1.60000,
  -00.000197400000,       1.80000,
  -00.000197200000,       1.60000,
  -00.000197000000,       1.60000,
  -00.000196800000,       2.00000,
  -00.000196600000,       2.00000,
  -00.000196400000,       2.00000,
  -00.000196200000,       2.20000,
  -00.000196000000,       2.00000,
  -00.000195800000,       2.00000,
  -00.000195600000,       2.00000,
  -00.000195400000,       2.20000,
  -00.000195200000,       2.20000,
  -00.000195000000,       2.20000,
  -00.000194800000,       2.40000,
  -00.000194600000,       2.40000,
  -00.000194400000,       2.60000,
  -00.000194200000,       2.80000,
  -00.000194000000,       2.60000,
  -00.000193800000,       2.80000,
  -00.000193600000,       2.60000,
  -00.000193400000,       2.80000,
  -00.000193200000,       2.80000,
  -00.000193000000,       2.80000,
  -00.000192800000,       2.80000,
  -00.000192600000,       3.20000,
  -00.000192400000,       3.20000,
  -00.000192200000,       3.20000,
  -00.000192000000,       3.20000,
  -00.000191800000,       3.40000,
  -00.000191600000,       3.60000,
  -00.000191400000,       3.40000,
  -00.000191200000,       3.40000,
  -00.000191000000,       3.60000,
  -00.000190800000,       3.80000,
  -00.000190600000,       3.60000,
  -00.000190400000,       3.80000,
  -00.000190200000,       3.80000,
  -00.000190000000,       3.60000,
  -00.000189800000,       3.80000,
  -00.000189600000,       3.80000,
  -00.000189400000,       4.00000,
  -00.000189200000,       4.20000,
  -00.000189000000,       4.20000,
  -00.000188800000,       4.00000,
  -00.000188600000,       4.20000,
  -00.000188400000,       4.20000,
  -00.000188200000,       4.20000,
  -00.000188000000,       4.40000,
  -00.000187800000,       4.40000,
  -00.000187600000,       4.60000,
  -00.000187400000,       4.60000,
  -00.000187200000,       4.60000,
  -00.000187000000,       4.80000,
  -00.000186800000,       4.60000,
  -00.000186600000,       4.80000,
  -00.000186400000,       4.80000,
  -00.000186200000,       4.80000,
